,,,"East West University
Offered Courses (Fall - 25)",


Course,Section,Faculty,Capacity,Timing
MIS401,2,MMRN,0/30,ST 03:10 PM - 04:40 PM
MIS402,1,ASM,0/30,SR 01:30 PM - 03:00 PM
MIS403,1,MARN,0/30,MW 10:10 AM - 11:40 AM
MIS404,1,MMRN,0/30,MW 01:30 PM - 03:00 PM
MIS406,1,MARN,0/30,ST 10:10 AM - 11:40 AM
MIS415,1,ASM,0/30,MW 03:10 PM - 04:40 PM
MIS421,1,MARN,0/30,TR 01:30 PM - 03:00 PM
MKT101,1,SAM,0/30,ST 01:30 PM - 03:00 PM
MKT101,2,MFF,0/30,T 10:10 AM - 11:40 AM
MKT101,2,MFF,0/30,R 10:10 AM - 11:40 AM
MKT101,3,MAH,0/30,TR 04:50 PM - 06:20 PM
MKT101,4,MHZ,0/30,T 01:30 PM - 03:00 PM
MKT101,4,MHZ,0/30,R 01:30 PM - 03:00 PM
MKT101,5,SNS,0/30,MW 10:10 AM - 11:40 AM
MKT101,6,DMAF,0/30,MW 08:30 AM - 10:00 AM
MKT101,7,"MOKTA
R",0/30,MW 01:30 PM - 03:00 PM

MKT101,8,"MOKTA
R",0/30,MW 03:10 PM - 04:40 PM
MKT101,9,MISA,0/30,S 11:50 AM - 01:20 PM
MKT101,9,MISA,0/30,T 11:50 AM - 01:20 PM
MKT101,10,DMAN,0/30,SR 08:30 AM - 10:00 AM
MKT201,1,RZ,0/30,T 01:30 PM - 03:00 PM
MKT201,1,RZ,0/30,R 01:30 PM - 03:00 PM
MKT201,2,RZ,0/30,MW 01:30 PM - 03:00 PM
MKT201,3,SNS,0/30,MW 01:30 PM - 03:00 PM
MKT201,4,DMAF,0/30,T 08:30 AM - 10:00 AM
MKT201,4,DMAF,0/30,R 08:30 AM - 10:00 AM
MKT201,5,DMHF,0/30,MW 03:10 PM - 04:40 PM
MKT201,6,MISA,0/30,S 01:30 PM - 03:00 PM
MKT201,6,MISA,0/30,T 01:30 PM - 03:00 PM
MKT401,1,MHZ,0/30,MW 01:30 PM - 03:00 PM
MKT401,2,MHZ,0/30,MW 03:10 PM - 04:40 PM
MKT402,1,MAH,0/30,TR 01:30 PM - 03:00 PM
MKT404,1,SAT,0/30,ST 01:30 PM - 03:00 PM
MKT404,2,DMHF,0/30,MW 04:50 PM - 06:20 PM
MKT408,1,RZ,0/30,SR 03:10 PM - 04:40 PM
MKT410,1,MFF,0/30,S 11:50 AM - 01:20 PM
MKT410,1,MFF,0/30,T 11:50 AM - 01:20 PM
MKT410,2,MFF,0/30,MW 11:50 AM - 01:20 PM
MKT412,1,SAT,0/30,S 10:10 AM - 11:40 AM
MKT412,1,SAT,0/30,T 10:10 AM - 11:40 AM

MKT414,1,MFF,0/30,MW 03:10 PM - 04:40 PM
MKT414,2,DMAN,0/30,SR 10:10 AM - 11:40 AM
MKT416,1,MAH,0/30,MW 03:10 PM - 04:40 PM
MKT416,2,MHZ,0/30,ST 03:10 PM - 04:40 PM
MKT418,1,MAH,0/30,MW 11:50 AM - 01:20 PM
MKT430,1,SAT,0/30,MW 01:30 PM - 03:00 PM
MKT440,1,DMAF,0/30,MW 10:10 AM - 11:40 AM
MKT440,2,DMAF,0/30,ST 10:10 AM - 11:40 AM
PHRM101,1,NGST,3/4,S 10:10 AM - 11:25 AM
PHRM101,1,NGST,3/4,T 10:10 AM - 11:25 AM
PHRM101,2,NGST,1/1,S 11:35 AM - 12:50 PM
PHRM101,2,NGST,1/1,T 11:35 AM - 12:50 PM
PHRM101,3,DRKD,0/1,S 01:00 PM - 02:15 PM
PHRM101,3,DRKD,0/1,T 01:00 PM - 02:15 PM
PHRM101,4,TBA,0/0,S 08:45 AM - 10:00 AM
PHRM101,4,TBA,0/0,W 08:45 AM - 10:00 AM
PHRM101-L,1,MNR,1/1,S 11:35 AM - 12:50 PM
PHRM101-L,2,TBA,0/0,S 01:00 PM - 02:15 PM
PHRM101-L,3,MNR,0/0,S 10:10 AM - 11:25 AM
PHRM101-L,4,TBA,0/0,T 11:35 AM - 12:50 PM
PHRM101-L,5,RIPA,0/0,T 01:00 PM - 02:15 PM
PHRM101-L,6,MNR,0/0,T 10:10 AM - 11:25 AM
PHRM102,1,RG,0/0,T 01:00 PM - 02:15 PM
PHRM102,1,RG,0/0,S 01:00 PM - 02:15 PM

PHRM102,2,NAZIFA,0/0,S 10:10 AM - 11:25 AM
PHRM102,2,NAZIFA,0/0,T 10:10 AM - 11:25 AM
PHRM102,3,NAZIFA,2/3,S 11:35 AM - 12:50 PM
PHRM102,3,NAZIFA,2/3,T 11:35 AM - 12:50 PM
PHRM103,1,ZISLAM,6/6,M 10:10 AM - 11:25 AM
PHRM103,1,ZISLAM,6/6,W 10:10 AM - 11:25 AM
PHRM103,2,DCFH,1/1,M 11:35 AM - 12:50 PM
PHRM103,2,DCFH,1/1,W 11:35 AM - 12:50 PM
PHRM103,3,ZISLAM,0/0,M 01:00 PM - 02:15 PM
PHRM103,3,ZISLAM,0/0,W 01:00 PM - 02:15 PM
PHRM103-L,1,TBA,0/0,S 11:35 AM - 12:50 PM
PHRM103-L,2,TBA,1/1,S 01:00 PM - 02:15 PM
PHRM103-L,3,ZISLAM,0/0,S 10:10 AM - 11:25 AM
PHRM103-L,4,"SUSMIT
A",1/1,T 11:35 AM - 12:50 PM
PHRM103-L,5,RNR,0/0,T 01:00 PM - 02:15 PM
PHRM103-L,6,"FARHA
NA",0/0,T 10:10 AM - 11:25 AM
PHRM201,1,RNR,3/5,W 11:35 AM - 12:50 PM
PHRM201,1,RNR,3/5,S 11:35 AM - 12:50 PM
PHRM201,2,RNR,0/0,W 01:00 PM - 02:15 PM
PHRM201,2,RNR,0/0,S 01:00 PM - 02:15 PM
PHRM201,3,JAHID,6/6,S 02:25 PM - 03:40 PM
PHRM201,3,JAHID,6/6,W 02:25 PM - 03:40 PM
PHRM201-L,1,ABIDA,0/0,S 01:00 PM - 02:15 PM
PHRM201-L,2,"SUSMIT
A",0/0,W 03:50 PM - 05:05 PM

PHRM201-L,3,DMSFR,0/0,S 11:35 AM - 12:50 PM
PHRM201-L,4,RIPA,0/0,W 11:35 AM - 12:50 PM
PHRM201-L,5,TBA,0/0,W 01:00 PM - 02:15 PM
PHRM201-L,6,TBA,0/0,W 02:25 PM - 03:40 PM
PHRM202,1,FR,0/0,M 01:00 PM - 02:15 PM
PHRM202,1,FR,0/0,W 01:00 PM - 02:15 PM
PHRM202,2,DARI,0/0,M 10:10 AM - 11:25 AM
PHRM202,2,DARI,0/0,W 10:10 AM - 11:25 AM
PHRM202,3,DARI,0/0,M 11:35 AM - 12:50 PM
PHRM202,3,DARI,0/0,W 11:35 AM - 12:50 PM
PHRM203,1,RIPA,1/1,M 10:10 AM - 11:25 AM
PHRM203,1,RIPA,1/1,W 10:10 AM - 11:25 AM
PHRM203,2,DSAI,0/0,M 11:35 AM - 12:50 PM
PHRM203,2,DSAI,0/0,W 11:35 AM - 12:50 PM
PHRM203,3,RIPA,2/2,M 01:00 PM - 02:15 PM
PHRM203,3,RIPA,2/2,W 01:00 PM - 02:15 PM
PHRM203-L,1,JAHID,0/0,S 10:10 AM - 11:25 AM
PHRM203-L,2,"SUSMIT
A",0/0,S 11:35 AM - 12:50 PM
PHRM203-L,3,TBA,0/0,S 01:00 PM - 02:15 PM
PHRM203-L,4,"FARHA
NA",1/1,S 02:25 PM - 03:40 PM
PHRM203-L,5,DRKD,0/0,S 03:50 PM - 05:05 PM
PHRM204,1,JOYA,0/0,S 02:25 PM - 03:40 PM
PHRM204,1,JOYA,0/0,W 02:25 PM - 03:40 PM
PHRM204,2,JOYA,2/2,W 11:35 AM - 12:50 PM

PHRM204,2,JOYA,2/2,S 11:35 AM - 12:50 PM
PHRM204,3,"FARHA
NA",2/2,W 01:00 PM - 02:15 PM
PHRM204,3,"FARHA
NA",2/2,S 01:00 PM - 02:15 PM
PHRM205,1,NGST,2/2,M 11:35 AM - 12:50 PM
PHRM205,1,NGST,2/2,R 11:35 AM - 12:50 PM
PHRM205,2,RG,0/0,M 01:00 PM - 02:15 PM
PHRM205,2,RG,0/0,R 01:00 PM - 02:15 PM
PHRM205,3,RG,3/4,R 02:25 PM - 03:40 PM
PHRM205,3,RG,3/4,M 02:25 PM - 03:40 PM
PHRM205-L,1,TBA,0/0,M 01:00 PM - 02:15 PM
PHRM205-L,2,TBA,0/0,S 03:50 PM - 05:05 PM
PHRM205-L,3,SNR,0/0,M 11:35 AM - 12:50 PM
PHRM205-L,4,RG,0/0,R 11:35 AM - 12:50 PM
PHRM205-L,5,RIPA,0/0,R 01:00 PM - 02:15 PM
PHRM205-L,6,RIPA,1/1,R 02:25 PM - 03:40 PM
PHRM206,1,FKH,0/5,T 11:35 AM - 12:50 PM
PHRM206,1,FKH,0/5,R 11:35 AM - 12:50 PM
PHRM206,2,JAHID,6/6,R 01:00 PM - 02:15 PM
PHRM206,2,JAHID,6/6,M 01:00 PM - 02:15 PM
PHRM206,3,FKH,3/3,R 03:50 PM - 05:05 PM
PHRM206,3,FKH,3/3,M 03:50 PM - 05:05 PM
PHRM206-L,1,ABIDA,0/0,M 02:25 PM - 03:40 PM
PHRM206-L,2,SHIPA,1/1,M 10:10 AM - 11:25 AM
PHRM206-L,3,DSAI,0/0,T 01:00 PM - 02:15 PM

PHRM206-L,4,SHIPA,2/2,T 10:10 AM - 11:25 AM
PHRM206-L,5,RIPA,0/0,T 01:00 PM - 02:15 PM
PHRM207,1,NAZIFA,5/5,M 11:35 AM - 12:50 PM
PHRM207,1,NAZIFA,5/5,W 11:35 AM - 12:50 PM
PHRM207,2,TBA,5/6,M 01:00 PM - 02:15 PM
PHRM207,2,TBA,5/6,W 01:00 PM - 02:15 PM
PHRM207,3,NAZIFA,1/2,M 10:10 AM - 11:25 AM
PHRM207,3,NAZIFA,1/2,W 10:10 AM - 11:25 AM
PHRM207-L,1,NGST,0/0,M 10:10 AM - 11:25 AM
PHRM207-L,2,JOYA,1/1,M 11:35 AM - 12:50 PM
PHRM207-L,3,ABIDA,0/0,M 01:00 PM - 02:15 PM
PHRM207-L,4,JAHID,0/0,W 10:10 AM - 11:25 AM
PHRM207-L,5,ZISLAM,0/0,W 11:35 AM - 12:50 PM
PHRM207-L,6,NAZIFA,0/0,W 01:00 PM - 02:15 PM
PHRM208,1,DRJA,0/0,R 10:10 AM - 11:25 AM
PHRM208,1,DRJA,0/0,T 10:10 AM - 11:25 AM
PHRM208,2,DRJA,2/2,R 11:35 AM - 12:50 PM
PHRM208,2,DRJA,2/2,T 11:35 AM - 12:50 PM
PHRM208,3,SHIPA,6/6,R 01:00 PM - 02:15 PM
PHRM208,3,SHIPA,6/6,T 01:00 PM - 02:15 PM
PHRM208-L,1,DRJA,1/1,M 10:10 AM - 11:25 AM
PHRM208-L,2,DRJA,1/1,M 11:35 AM - 12:50 PM
PHRM208-L,3,JOYA,0/0,M 01:00 PM - 02:15 PM
PHRM208-L,4,TBA,0/0,W 03:50 PM - 05:05 PM

PHRM208-L,5,TBA,0/0,W 11:35 AM - 12:50 PM
PHRM208-L,6,DSAI,0/0,W 01:00 PM - 02:15 PM
PHRM210,1,NZH,0/0,T 11:35 AM - 12:50 PM
PHRM210,1,NZH,0/0,R 11:35 AM - 12:50 PM
PHRM210,2,NZH,4/4,T 01:00 PM - 02:15 PM
PHRM210,2,NZH,4/4,R 01:00 PM - 02:15 PM
PHRM210,3,ZISLAM,0/0,S 02:25 PM - 03:40 PM
PHRM210,3,ZISLAM,0/0,T 08:45 AM - 10:00 AM
PHRM210-L,1,NZH,0/0,T 10:10 AM - 11:25 AM
PHRM210-L,2,TBA,0/0,T 01:00 PM - 02:15 PM
PHRM210-L,3,TBA,0/0,T 08:45 AM - 10:00 AM
PHRM210-L,4,NZH,0/0,R 10:10 AM - 11:25 AM
PHRM210-L,5,JOYA,0/0,R 01:00 PM - 02:15 PM
PHRM210-L,6,"FARHA
NA",0/0,R 02:25 PM - 03:40 PM
PHRM211,1,"SUSMIT
A",0/0,M 02:25 PM - 03:40 PM
PHRM211,1,"SUSMIT
A",0/0,R 02:25 PM - 03:40 PM
PHRM211,2,"FARHA
NA",3/4,R 11:35 AM - 12:50 PM
PHRM211,2,"FARHA
NA",3/4,M 11:35 AM - 12:50 PM
PHRM211,3,"FARHA
NA",3/3,R 01:00 PM - 02:15 PM
PHRM211,3,"FARHA
NA",3/3,M 01:00 PM - 02:15 PM
PHRM301,1,RG,2/2,W 10:10 AM - 11:25 AM
PHRM301,1,RG,2/2,S 10:10 AM - 11:25 AM
PHRM301,2,RG,3/4,W 11:35 AM - 12:50 PM
PHRM301,2,RG,3/4,S 11:35 AM - 12:50 PM

PHRM301,3,JAHID,3/3,W 01:00 PM - 02:15 PM
PHRM301,3,JAHID,3/3,S 01:00 PM - 02:15 PM
PHRM302,1,RNR,3/3,R 01:00 PM - 02:15 PM
PHRM302,1,RNR,3/3,M 01:00 PM - 02:15 PM
PHRM302,2,RNR,0/0,R 03:50 PM - 05:05 PM
PHRM302,2,RNR,0/0,M 03:50 PM - 05:05 PM
PHRM302,3,DMRHQ,1/1,M 10:10 AM - 11:25 AM
PHRM302,3,DMRHQ,1/1,R 10:10 AM - 11:25 AM
PHRM303,1,SHIPA,5/5,S 11:35 AM - 12:50 PM
PHRM303,1,SHIPA,5/5,W 11:35 AM - 12:50 PM
PHRM303,2,ABIDA,3/3,W 02:25 PM - 03:40 PM
PHRM303,2,ABIDA,3/3,S 02:25 PM - 03:40 PM
PHRM303,3,SHIPA,3/4,W 10:10 AM - 11:25 AM
PHRM303,3,SHIPA,3/4,S 10:10 AM - 11:25 AM
PHRM304,1,FKH,4/5,R 08:45 AM - 10:00 AM
PHRM304,1,FKH,4/5,T 08:45 AM - 10:00 AM
PHRM304,2,FKH,11/11,R 10:10 AM - 11:25 AM
PHRM304,2,FKH,11/11,T 10:10 AM - 11:25 AM
PHRM304,3,ZISLAM,7/7,S 11:35 AM - 12:50 PM
PHRM304,3,ZISLAM,7/7,T 11:35 AM - 12:50 PM
PHRM304-L,1,NAZIFA,5/5,R 11:35 AM - 12:50 PM
PHRM304-L,2,DMRHQ,2/3,R 01:00 PM - 02:15 PM
PHRM304-L,3,ABIDA,5/8,R 10:10 AM - 11:25 AM
PHRM304-L,4,RG,7/7,M 10:10 AM - 11:25 AM

PHRM305,1,FARUK,5/5,S 01:00 PM - 02:15 PM
PHRM305,1,FARUK,5/5,T 01:00 PM - 02:15 PM
PHRM305,2,FARUK,6/6,S 02:25 PM - 03:40 PM
PHRM305,2,FARUK,6/6,R 02:25 PM - 03:40 PM
PHRM305-L,1,DARI,1/3,S 10:10 AM - 11:25 AM
PHRM305-L,2,DSAI,3/3,T 03:50 PM - 05:05 PM
PHRM305-L,3,DARI,1/1,T 10:10 AM - 11:25 AM
PHRM305-L,4,RG,2/2,T 11:35 AM - 12:50 PM
PHRM306,1,MNR,4/5,S 02:25 PM - 03:40 PM
PHRM306,1,MNR,4/5,R 02:25 PM - 03:40 PM
PHRM306,2,"SUSMIT
A",2/4,T 01:00 PM - 02:15 PM
PHRM306,2,"SUSMIT
A",2/4,S 01:00 PM - 02:15 PM
PHRM306,3,MNR,6/10,M 10:10 AM - 11:25 AM
PHRM306,3,MNR,6/10,R 10:10 AM - 11:25 AM
PHRM306-L,1,NZH,4/4,S 10:10 AM - 11:25 AM
PHRM306-L,2,DRJA,3/3,S 11:35 AM - 12:50 PM
PHRM306-L,3,DRKD,2/2,T 02:25 PM - 03:40 PM
PHRM306-L,4,JOYA,3/3,T 11:35 AM - 12:50 PM
PHRM307,1,DJAC,3/3,M 02:25 PM - 03:40 PM
PHRM307,1,DJAC,3/3,W 02:25 PM - 03:40 PM
PHRM307,2,DJAC,2/2,M 03:50 PM - 05:05 PM
PHRM307,2,DJAC,2/2,W 03:50 PM - 05:05 PM
PHRM308,1,SHIPA,6/6,M 03:50 PM - 05:05 PM
PHRM308,1,SHIPA,6/6,W 03:50 PM - 05:05 PM

PHRM308,2,SHIPA,5/6,M 02:25 PM - 03:40 PM
PHRM308,2,SHIPA,5/6,W 02:25 PM - 03:40 PM
PHRM308,3,TBA,0/0,T 08:45 AM - 10:00 AM
PHRM308,3,TBA,0/0,S 08:45 AM - 10:00 AM
PHRM308-L,1,TBA,0/0,M 11:35 AM - 12:50 PM
PHRM308-L,2,"SUSMIT
A",0/0,M 01:00 PM - 02:15 PM
PHRM308-L,3,FARUK,1/1,W 11:35 AM - 12:50 PM
PHRM308-L,4,FARUK,1/2,W 01:00 PM - 02:15 PM
PHRM308-L,5,TBA,0/0,M 10:10 AM - 11:25 AM
PHRM308-L,6,TBA,4/4,T 08:45 AM - 10:00 AM
PHRM309,1,ABIDA,6/6,M 11:35 AM - 12:50 PM
PHRM309,1,ABIDA,6/6,R 11:35 AM - 12:50 PM
PHRM309,2,ABIDA,4/4,S 03:50 PM - 05:05 PM
PHRM309,2,ABIDA,4/4,R 03:50 PM - 05:05 PM
PHRM309,3,TBA,0/0,R 01:00 PM - 02:15 PM
PHRM309,3,TBA,0/0,T 10:10 AM - 11:25 AM
PHRM309-L,1,NGST,3/3,R 10:10 AM - 11:25 AM
PHRM309-L,2,DSAI,2/2,R 01:00 PM - 02:15 PM
PHRM309-L,3,FKH,2/2,W 01:00 PM - 02:15 PM
PHRM309-L,4,DSAI,1/1,W 10:10 AM - 11:25 AM
PHRM310,1,ABIDA,29/40,S 08:45 AM - 10:00 AM
PHRM310,1,ABIDA,29/40,R 08:45 AM - 10:00 AM
PHRM311,1,RNR,28/40,MW 08:45 AM - 10:00 AM
PHRM312,1,NZH,7/7,S 02:25 PM - 03:40 PM

PHRM312,1,NZH,7/7,W 02:25 PM - 03:40 PM
PHRM312,2,NZH,15/15,R 03:50 PM - 05:05 PM
PHRM312,2,NZH,15/15,S 03:50 PM - 05:05 PM
PHRM312,3,"FARHA
NA",3/5,W 03:50 PM - 05:05 PM
PHRM312,3,"FARHA
NA",3/5,S 03:50 PM - 05:05 PM
PHRM401,1,MNR,26/40,R 01:00 PM - 02:15 PM
PHRM401,1,MNR,26/40,M 02:25 PM - 03:40 PM
PHRM402,1,ZISLAM,35/40,M 03:50 PM - 05:05 PM
PHRM402,1,ZISLAM,35/40,W 03:50 PM - 05:05 PM
PHRM402-L,1,ABIDA,19/20,W 01:00 PM - 02:15 PM
PHRM402-L,2,TBA,13/20,M 01:00 PM - 02:15 PM
PHRM403,1,SNR,28/32,M 10:10 AM - 11:25 AM
PHRM403,1,SNR,28/32,W 03:50 PM - 05:05 PM
PHRM403,2,DSCD,36/36,W 10:10 AM - 11:25 AM
PHRM403,2,DSCD,36/36,S 10:10 AM - 11:25 AM
PHRM403,3,DSCD,29/29,W 03:50 PM - 05:05 PM
PHRM403,3,DSCD,29/29,S 03:50 PM - 05:05 PM
PHRM404,1,TBA,94/100,F 09:00 AM - 01:00 PM
PHRM405,1,SNR,43/44,R 08:45 AM - 10:00 AM
PHRM405,1,SNR,43/44,T 08:45 AM - 10:00 AM
PHRM405,2,SNR,47/47,R 10:10 AM - 11:25 AM
PHRM405,2,SNR,47/47,T 10:10 AM - 11:25 AM
PHRM406,1,DUK,48/48,R 03:50 PM - 05:05 PM
PHRM406,1,DUK,48/48,S 03:50 PM - 05:05 PM

PHRM406,2,DUK,48/48,R 02:25 PM - 03:40 PM
PHRM406,2,DUK,48/48,S 02:25 PM - 03:40 PM
PHRM406-L,1,RNR,24/25,T 11:35 AM - 12:50 PM
PHRM406-L,2,FARUK,25/25,R 11:35 AM - 12:50 PM
PHRM406-L,3,NAZIFA,26/26,R 01:00 PM - 02:15 PM
PHRM406-L,4,NGST,24/25,T 01:00 PM - 02:15 PM
PHRM407,1,FARUK,46/46,T 10:10 AM - 11:25 AM
PHRM407,1,FARUK,46/46,R 10:10 AM - 11:25 AM
PHRM407,2,FARUK,47/47,R 08:45 AM - 10:00 AM
PHRM407,2,FARUK,47/47,T 08:45 AM - 10:00 AM
PHRM409,1,DCFH,46/46,T 11:35 AM - 12:50 PM
PHRM409,1,DCFH,46/46,S 11:35 AM - 12:50 PM
PHRM409,2,DCFH,41/41,S 10:10 AM - 11:25 AM
PHRM409,2,DCFH,41/41,T 10:10 AM - 11:25 AM
PHRM409-L,1,RIPA,21/25,T 11:35 AM - 12:50 PM
PHRM409-L,2,"SUSMIT
A",24/25,R 11:35 AM - 12:50 PM
PHRM409-L,3,DCFH,25/25,S 02:25 PM - 03:40 PM
PHRM409-L,4,JOYA,15/25,R 10:10 AM - 11:25 AM
PHRM410,1,"SUSMIT
A",37/40,W 02:25 PM - 03:40 PM
PHRM410,1,"SUSMIT
A",37/40,S 03:50 PM - 05:05 PM
PHRM410,2,NAYER,44/44,M 02:25 PM - 03:40 PM
PHRM410,2,NAYER,44/44,W 01:00 PM - 02:15 PM
PHRM411,1,FR,45/45,W 08:45 AM - 10:00 AM
PHRM411,1,FR,45/45,S 08:45 AM - 10:00 AM

PHRM411,2,FR,44/44,W 10:10 AM - 11:25 AM
PHRM411,2,FR,44/44,S 10:10 AM - 11:25 AM
PHRM411-L,1,FR,23/23,S 11:35 AM - 12:50 PM
PHRM411-L,2,FR,22/22,S 01:00 PM - 02:15 PM
PHRM411-L,3,FR,22/22,W 11:35 AM - 12:50 PM
PHRM411-L,4,TBA,22/22,W 02:25 PM - 03:40 PM
PHRM412,1,DMSFR,46/46,T 01:00 PM - 02:15 PM
PHRM412,1,DMSFR,46/46,S 01:00 PM - 02:15 PM
PHRM412,2,JAHID,40/43,T 08:45 AM - 10:00 AM
PHRM412,2,JAHID,40/43,S 08:45 AM - 10:00 AM
PHRM413,1,DSAI,30/40,R 11:35 AM - 12:50 PM
PHRM413,1,DSAI,30/40,M 03:50 PM - 05:05 PM
PHRM413,2,DSAI,48/48,M 10:10 AM - 11:25 AM
PHRM413,2,DSAI,48/48,R 10:10 AM - 11:25 AM
PHRM413,4,TBA,0/0,M 08:45 AM - 10:00 AM
PHRM413,4,TBA,0/0,W 08:45 AM - 10:00 AM
PHRM413,6,TBA,0/0,M 08:45 AM - 10:00 AM
PHRM413,6,TBA,0/0,T 03:50 PM - 05:05 PM
PHRM413,8,TBA,0/0,T 03:50 PM - 05:05 PM
PHRM413,8,TBA,0/0,R 03:50 PM - 05:05 PM
PHRM413,9,TBA,0/0,R 08:45 AM - 10:00 AM
PHRM413,9,TBA,0/0,T 03:50 PM - 05:05 PM
PHRM413,10,TBA,0/0,M 08:45 AM - 10:00 AM
PHRM413,10,TBA,0/0,T 03:50 PM - 05:05 PM

PHRM413,11,TBA,0/0,T 03:50 PM - 05:05 PM
PHRM413,11,TBA,0/0,R 03:50 PM - 05:05 PM
PHRM413,12,TBA,0/0,T 03:50 PM - 05:05 PM
PHRM413,13,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413,13,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413,14,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413,14,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413,15,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413,15,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413,16,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413,16,TBA,0/0,T 02:25 PM - 03:40 PM
PHRM413-L,1,TBA,18/18,S 03:50 PM - 05:05 PM
PHRM413-L,2,"SUSMIT
A",23/23,W 10:10 AM - 11:25 AM
PHRM413-L,3,RNR,19/19,M 11:35 AM - 12:50 PM
PHRM413-L,4,SHIPA,18/18,S 01:00 PM - 02:15 PM
PHRM414,1,MNR,38/38,MW 03:50 PM - 05:05 PM
PHRM414,2,NGST,42/44,M 08:45 AM - 10:00 AM
PHRM414,2,NGST,42/44,R 08:45 AM - 10:00 AM
PHRM414,3,TBA,0/0,S 08:45 AM - 10:00 AM
PHRM414,3,TBA,0/0,R 08:45 AM - 10:00 AM
PHRM7101,1,NGST,36/37,S 10:10 AM - 11:25 AM
PHRM7101,1,NGST,36/37,T 10:10 AM - 11:25 AM
PHRM7101,2,NGST,32/39,S 11:35 AM - 12:50 PM
PHRM7101,2,NGST,32/39,T 11:35 AM - 12:50 PM

PHRM7101,3,DRKD,32/39,S 01:00 PM - 02:15 PM
PHRM7101,3,DRKD,32/39,T 01:00 PM - 02:15 PM
PHRM7101,4,TBA,0/0,S 08:45 AM - 10:00 AM
PHRM7101,4,TBA,0/0,W 08:45 AM - 10:00 AM
"PHRM7101-
L",1,MNR,20/24,S 11:35 AM - 12:50 PM
"PHRM7101-
L",2,TBA,20/25,S 01:00 PM - 02:15 PM
"PHRM7101-
L",3,MNR,20/25,S 10:10 AM - 11:25 AM
"PHRM7101-
L",4,TBA,17/25,T 11:35 AM - 12:50 PM
"PHRM7101-
L",5,RIPA,12/25,T 01:00 PM - 02:15 PM
"PHRM7101-
L",6,MNR,11/25,T 10:10 AM - 11:25 AM
PHRM7102,1,RG,35/40,S 01:00 PM - 02:15 PM
PHRM7102,1,RG,35/40,T 01:00 PM - 02:15 PM
PHRM7102,2,NAZIFA,38/40,S 10:10 AM - 11:25 AM
PHRM7102,2,NAZIFA,38/40,T 10:10 AM - 11:25 AM
PHRM7102,3,NAZIFA,31/37,S 11:35 AM - 12:50 PM
PHRM7102,3,NAZIFA,31/37,T 11:35 AM - 12:50 PM
PHRM7103,1,ZISLAM,35/35,M 10:10 AM - 11:25 AM
PHRM7103,1,ZISLAM,35/35,W 10:10 AM - 11:25 AM
PHRM7103,2,DCFH,35/39,M 11:35 AM - 12:50 PM
PHRM7103,2,DCFH,35/39,W 11:35 AM - 12:50 PM
PHRM7103,3,ZISLAM,28/40,M 01:00 PM - 02:15 PM
PHRM7103,3,ZISLAM,28/40,W 01:00 PM - 02:15 PM
"PHRM7103-
L",1,TBA,17/25,S 11:35 AM - 12:50 PM
"PHRM7103-
L",2,TBA,12/24,S 01:00 PM - 02:15 PM

"PHRM7103-
L",3,ZISLAM,11/25,S 10:10 AM - 11:25 AM
"PHRM7103-
L",4,"SUSMIT
A",20/24,T 11:35 AM - 12:50 PM
"PHRM7103-
L",5,RNR,20/25,T 01:00 PM - 02:15 PM
"PHRM7103-
L",6,"FARHA
NA",20/22,T 10:10 AM - 11:25 AM
PHRM7104,1,FR,36/40,M 01:00 PM - 02:15 PM
PHRM7104,1,FR,36/40,W 01:00 PM - 02:15 PM
PHRM7104,2,DARI,33/40,M 10:10 AM - 11:25 AM
PHRM7104,2,DARI,33/40,W 10:10 AM - 11:25 AM
PHRM7104,3,DARI,30/40,M 11:35 AM - 12:50 PM
PHRM7104,3,DARI,30/40,W 11:35 AM - 12:50 PM
PHRM7201,1,RNR,32/35,S 11:35 AM - 12:50 PM
PHRM7201,1,RNR,32/35,W 11:35 AM - 12:50 PM
PHRM7201,2,RNR,26/40,S 01:00 PM - 02:15 PM
PHRM7201,2,RNR,26/40,W 01:00 PM - 02:15 PM
PHRM7201,3,JAHID,28/35,S 02:25 PM - 03:40 PM
PHRM7201,3,JAHID,28/35,W 02:25 PM - 03:40 PM
"PHRM7201-
L",1,ABIDA,21/25,S 01:00 PM - 02:15 PM
"PHRM7201-
L",2,"SUSMIT
A",20/25,W 03:50 PM - 05:05 PM
"PHRM7201-
L",3,DMSFR,12/25,S 11:35 AM - 12:50 PM
"PHRM7201-
L",4,RIPA,16/25,W 11:35 AM - 12:50 PM
"PHRM7201-
L",5,TBA,0/0,W 01:00 PM - 02:15 PM
"PHRM7201-
L",6,TBA,18/25,W 02:25 PM - 03:40 PM
PHRM7202,1,JOYA,30/40,S 02:25 PM - 03:40 PM
PHRM7202,1,JOYA,30/40,W 02:25 PM - 03:40 PM

PHRM7202,2,JOYA,29/38,S 11:35 AM - 12:50 PM
